date,fighter_a,fighter_b,odds_a,odds_b
2023-05-20,Ilir Latifi,Rodrigo Nascimento,166.0,-198.0
2023-05-20,Andre Fialho,Joaquin Buckley,194.0,-235.0
2023-05-20,Loopy Godinez,Emily Ducote,-136.0,116.0
2023-05-20,Angela Hill,Mackenzie Dern,136.0,-162.0
2023-05-20,Takashi Sato,Themba Gorimbo,120.0,-142.0
2023-06-03,Elise Reed,Jinh Yu Frey,-132.0,112.0
2023-06-03,Victor Altamirano,Tim Elliott,146.0,-174.0
2023-06-03,Kai Kara-France,Amir Albazi,-102.0,-116.0
2023-06-03,Karine Silva,Ketlen Souza,-215.0,180.0
2023-06-03,Elizeu Zaleski dos Santos,Abubakar Nurmagomedov,102.0,-120.0
2023-06-10,Mike Malott,Adam Fugitt,-220.0,184.0
2023-06-10,Steve Erceg,David Dvorak,245.0,-300.0
2023-06-10,Aoriqileng,Aiemann Zahabi,-124.0,106.0
2023-06-10,Eryk Anders,Marc-Andre Barriault,134.0,-158.0
2023-06-10,Jasmine Jasudavicius,Miranda Maverick,194.0,-235.0
2023-06-10,Amanda Nunes,Irene Aldana,-335.0,270.0
2023-06-17,Gabriella Fernandes,Tereza Bleda,194.0,-235.0
2023-06-17,Modestas Bukauskas,Zac Pauga,-198.0,166.0
2023-06-17,Armen Petrosyan,Christian Leroy Duncan,132.0,-156.0
2023-06-17,Cristian Quinonez,Kyung Ho Kang,-144.0,122.0
2023-06-17,Jimmy Flick,Alessandro Costa,235.0,-290.0
2023-06-17,Carlos Hernandez,Denys Bondar,120.0,-142.0
2023-06-17,Marvin Vettori,Jared Cannonier,-124.0,106.0
2023-06-17,Arman Tsarukyan,Joaquim Silva,-1200.0,750.0
2023-06-17,Manuel Torres,Nikolas Motta,-190.0,160.0
2023-06-24,David Onama,Gabriel Santos,188.0,-225.0
2023-06-24,Cody Brundage,Sedriques Dumas,-164.0,180.0
2023-06-24,Bruno Silva,Brendan Allen,188.0,-225.0
2023-06-24,Amanda Ribas,Maycee Barber,-200.0,168.0
2023-06-24,Ilia Topuria,Josh Emmett,-390.0,310.0
2023-06-24,Joshua Van,Zhalgas Zhumagulov,168.0,-200.0
2023-06-24,Neil Magny,Phil Rowe,-172.0,144.0
2023-06-24,Tabatha Ricci,Gillian Robertson,-138.0,108.0
2023-06-24,Randy Brown,Wellington Turman,-260.0,196.0
2023-07-01,Abus Magomedov,Sean Strickland,136.0,-162.0
2023-07-01,Michael Morales,Max Griffin,-250.0,205.0
2023-07-08,Marcin Prachnio,Vitor Petrino,220.0,-270.0
2023-07-08,Cameron Saaiman,Terrence Mitchell,-620.0,460.0
2023-07-08,Jesus Aguilar,Shannon Ross,-152.0,128.0
2023-07-15,Chelsea Chandler,Norma Dumont,120.0,-142.0
2023-07-15,Jack Della Maddalena,Bassil Hafez,-590.0,430.0
2023-07-15,Viktoriia Dudakova,Istela Nunes,-200.0,168.0
2023-07-15,Melquizael Costa,Austin Lingo,-225.0,188.0
2023-07-15,Ailin Perez,Ashlee Evans-Smith,-255.0,210.0
2023-07-15,JunYong Park,Albert Duraev,-154.0,130.0
2023-07-15,Azat Maksum,Tyson Nam,-405.0,320.0
2023-07-22,Danny Roberts,Jonny Parsons,-140.0,120.0
2023-07-22,Tom Aspinall,Marcin Tybura,-500.0,400.0
2023-07-22,Lerone Murphy,Josh Culibao,-140.0,120.0
2023-07-22,Ketlen Vieira,Pannie Kianzad,-155.0,135.0
2023-07-22,Paul Craig,Andre Muniz,200.0,-240.0
2023-07-22,Joel Alvarez,Marc Diakiese,-190.0,160.0
2023-07-22,Bryan Barberena,Makhmud Muradov,270.0,-325.0
2023-07-22,Mick Parkin,Jamal Pogues,130.0,-150.0
2023-07-22,Andre Fili,Nathaniel Wood,180.0,-210.0
2023-07-22,Molly McCann,Julija Stoliarenko,-205.0,175.0
2023-07-22,Bruna Brasil,Shauna Bannon,-145.0,125.0
2023-07-29,Dustin Poirier,Justin Gaethje,-145.0,125.0
2023-07-29,Jake Matthews,Darrius Flowers,-285.0,240.0
2023-07-29,Kevin Holland,Michael Chiesa,-135.0,115.0
2023-07-29,CJ Vergara,Vinicius Salvador,-180.0,145.0
2023-07-29,Roman Kopylov,Claudio Ribeiro,-240.0,195.0
2023-07-29,Marcos Rogerio de Lima,Derrick Lewis,-215.0,185.0
2023-07-29,Jan Blachowicz,Alex Pereira,100.0,-120.0
2023-07-29,Gabriel Bonfim,Trevin Giles,-360.0,295.0
2023-08-05,Rob Font,Cory Sandhagen,300.0,-380.0
2023-08-05,Raoni Barcelos,Kyler Phillips,180.0,-218.0
2023-08-05,Kennedy Nzechukwu,Dustin Jacoby,-170.0,142.0
2023-08-05,Diego Lopes,Gavin Tucker,-170.0,142.0
2023-08-05,Tatiana Suarez,Jessica Andrade,-375.0,295.0
2023-08-12,Jose Johnson,Da'Mon Blackshear,195.0,-238.0
2023-08-12,Jaqueline Amorim,Montserrat Conejo Ruiz,-245.0,200.0
2023-08-12,Iasmin Lucindo,Polyana Viana,-198.0,164.0
2023-08-12,Luana Santos,Juliana Miller,-148.0,124.0
2023-08-12,Tafon Nchukwi,AJ Dobson,-148.0,124.0
2023-08-12,JP Buys,Marcus McGhee,280.0,-355.0
2023-08-12,Jamie Pickett,Josh Fremd,260.0,-325.0
2023-08-12,Rafael Dos Anjos,Vicente Luque,-130.0,110.0
2023-08-12,Khalil Rountree Jr.,Chris Daukaus,-170.0,142.0
2023-08-19,Amanda Lemos,Zhang Weili,250.0,-310.0
2023-08-19,Neil Magny,Ian Machado Garry,380.0,-500.0
2023-08-19,Aljamain Sterling,Sean O'Malley,-258.0,210.0
2023-08-19,Denis Tiuliulin,Gregory Rodrigues,295.0,-375.0
2023-08-19,Marlon Vera,Pedro Munhoz,-166.0,140.0
2023-08-19,Mario Bautista,Da'Mon Blackshear,-205.0,170.0
2023-08-19,Chris Weidman,Brad Tavares,170.0,-205.0
2023-08-26,Song Kenan,Rolando Bedoya,285.0,-360.0
2023-08-26,Michal Oleksiejczuk,Chidi Njokuani,-130.0,110.0
2023-08-26,Ryan Spann,Anthony Smith,-130.0,110.0
2023-08-26,Erin Blanchfield,Taila Santos,-166.0,140.0
2023-08-26,Max Holloway,Chan Sung Jung,-700.0,500.0
2023-08-26,JJ Aldrich,Liang Na,-535.0,400.0
2023-09-02,Ange Loosa,Rhys McKee,-145.0,114.0
2023-09-02,Serghei Spivac,Ciryl Gane,160.0,-192.0
2023-09-02,Manon Fiorot,Rose Namajunas,-198.0,164.0
2023-09-02,Thiago Moises,Benoit Saint Denis,164.0,-198.0
2023-09-02,Nora Cornolle,Joselyne Edwards,114.0,-135.0
2023-09-02,Jacqueline Cavalcanti,Zarah Fairn,-380.0,300.0
2023-09-02,Bogdan Guskov,Volkan Oezdemir,145.0,-175.0
2023-09-02,Yanis Ghemmouri,William Gomis,164.0,-198.0
2023-09-09,Tyson Pedro,Anton Turkalj,102.0,-122.0
2023-09-09,Sean Strickland,Israel Adesanya,410.0,-550.0
2023-09-09,Da Woon Jung,Carlos Ulberg,230.0,-315.0
2023-09-09,Alexander Volkov,Tai Tuivasa,-238.0,195.0
2023-09-09,Felipe dos Santos,Manel Kape,340.0,-440.0
2023-09-16,Roman Kopylov,Josh Fremd,-325.0,260.0
2023-09-16,Tracy Cortez,Jasmine Jasudavicius,-125.0,105.0
2023-09-16,Kevin Holland,Jack Della Maddalena,-115.0,-105.0
2023-09-16,Loopy Godinez,Elise Reed,-395.0,310.0
2023-09-16,Terrence Mitchell,Raul Rosas Jr.,500.0,-700.0
2023-09-23,Andre Fialho,Tim Means,-166.0,130.0
2023-09-23,Marina Rodriguez,Michelle Waterson-Gomez,-360.0,260.0
2023-09-23,Hannah Goldy,Mizuki,250.0,-345.0
2023-09-23,Jacob Malkoun,Cody Brundage,-620.0,400.0
2023-09-23,Rafael Fiziev,Mateusz Gamrot,-142.0,120.0
2023-10-07,Joe Pyfer,Abdul Razak Alhassan,-395.0,280.0
2023-10-07,Joaquin Buckley,Alex Morono,-175.0,145.0
2023-10-14,Jonathan Martinez,Adrian Yanez,-125.0,105.0
2023-10-21,Tim Elliott,Muhammad Mokaev,350.0,-520.0
2023-10-21,Alexander Volkanovski,Islam Makhachev,220.0,-350.0
2023-10-21,Said Nurmagomedov,Muin Gafurov,-305.0,245.0
2023-10-21,Warlley Alves,Ikram Aliskerov,500.0,-700.0
2023-10-21,Viktoriia Dudakova,Jinh Yu Frey,-520.0,350.0
2023-10-21,Kamaru Usman,Khamzat Chimaev,300.0,-380.0
2023-11-04,Abus Magomedov,Caio Borralho,240.0,-298.0
2023-11-04,Derrick Lewis,Jailton Almeida,370.0,-485.0
2023-11-04,Gabriel Bonfim,Nicolas Dalby,-500.0,380.0
2023-11-11,Loopy Godinez,Tabatha Ricci,-230.0,175.0
2023-11-11,Jiří Procházka,Alex Pereira,-105.0,-125.0
2023-11-11,Sergei Pavlovich,Tom Aspinall,110.0,-130.0
2023-11-11,Steve Erceg,Alessandro Costa,-230.0,175.0
2023-11-11,Benoît Saint Denis,Matt Frevola,-238.0,180.0
2023-11-11,Diego Lopes,Pat Sabatini,110.0,-130.0
2023-11-11,Mackenzie Dern,Jessica Andrade,-250.0,205.0
2023-11-18,Payton Talbott,Nick Aguirre,-900.0,600.0
2023-11-18,Jake Matthews,Michael Morales,260.0,-360.0
2023-11-18,Jose Johnson,Chad Anheliger,-198.0,164.0
2023-11-18,Ailin Perez,Lucie Pudilova,-192.0,160.0
2023-11-18,Mick Parkin,Caio Machado,-410.0,290.0
2023-11-18,Rafael Estevam,Charles Johnson,-150.0,120.0
2023-11-18,Amanda Ribas,Luana Pinheiro,-250.0,205.0
2023-11-18,Christian Leroy Duncan,Denis Tiuliulin,-720.0,450.0
2023-11-18,Uros Medic,Myktybek Orolbai,-225.0,-110.0
2023-11-18,Brendan Allen,Paul Craig,-470.0,360.0
2023-12-02,Sean Brady,Kelvin Gastelum,-115.0,-105.0
2023-12-02,Beneil Dariush,Arman Tsarukyan,210.0,-280.0
2023-12-02,Punahele Soriano,Dustin Stoltzfus,-360.0,285.0
2023-12-02,Rob Font,Deiveson Figueiredo,-130.0,100.0
2023-12-09,Luana Santos,Stephanie Egger,-155.0,130.0
2023-12-09,JunYong Park,Andre Muniz,-198.0,164.0
2023-12-09,Steve Garcia,Melquizael Costa,500.0,-810.0
2023-12-09,HyunSung Park,Shannon Ross,-198.0,500.0
2023-12-09,Anthony Smith,Khalil Rountree Jr.,164.0,-198.0
2023-12-09,Tim Elliott,Sumudaerji,-162.0,136.0
2023-12-09,Chris Gutierrez,Song Yadong,280.0,-355.0
2023-12-09,Carlos Hernandez,Tatsuro Taira,400.0,-620.0
2024-01-13,Brunno Ferreira,Phil Hawes,-145.0,114.0
2024-01-13,Mario Bautista,Ricky Simon,140.0,-180.0
2024-01-13,Matthew Semelsberger,Preston Parsons,-130.0,100.0
2024-01-13,Tom Nolan,Nikolas Motta,-360.0,285.0
2024-01-13,Jean Silva,Westin Wilson,-950.0,625.0
2024-01-13,Magomed Ankalaev,Johnny Walker,-520.0,390.0
2024-01-13,Joshua Van,Felipe Bunes,-298.0,220.0
2024-01-13,Gaston Bolanos,Marcus McGhee,205.0,-250.0
2024-01-20,Movsar Evloev,Arnold Allen,-218.0,180.0
2024-01-20,Yohan Lainesse,Sam Patterson,-142.0,120.0
2024-01-20,Gillian Robertson,Polyana Viana,-298.0,240.0
2024-01-20,Raquel Pennington,Mayra Bueno Silva,142.0,-170.0
2024-01-20,Dricus Du Plessis,Sean Strickland,-112.0,-108.0
2024-01-20,Marc-Andre Barriault,Chris Curtis,145.0,-175.0
2024-01-20,Mike Malott,Neil Magny,-380.0,300.0
2024-01-20,Jasmine Jasudavicius,Priscila Cachoeira,-425.0,330.0
2024-02-03,Gilbert Urbina,Charles Radtke,-218.0,180.0
2024-02-03,Renato Moicano,Drew Dober,-205.0,170.0
2024-02-03,Nassourdine Imavov,Roman Dolidze,-180.0,150.0
2024-02-03,Natalia Silva,Viviane Araujo,-340.0,270.0
2024-02-03,Muslim Salikhov,Randy Brown,215.0,-265.0
2024-02-10,Trevin Giles,Carlos Prates,210.0,-258.0
2024-02-10,Ihor Potieria,Robert Bryczek,190.0,-230.0
2024-02-10,Jack Hermansson,Joe Pyfer,205.0,-250.0
2024-02-10,Brad Tavares,Gregory Rodrigues,190.0,-230.0
2024-02-10,Rodolfo Vieira,Armen Petrosyan,-105.0,-115.0
2024-02-10,Andre Fili,Dan Ige,154.0,-185.0
2024-02-17,Val Woodburn,Oban Elliott,300.0,-380.0
2024-02-17,Anthony Hernandez,Roman Kopylov,-218.0,180.0
2024-02-17,Mackenzie Dern,Amanda Lemos,136.0,-162.0
2024-02-17,Ilia Topuria,Alexander Volkanovski,120.0,-142.0
2024-02-17,Paulo Costa,Robert Whittaker,170.0,-205.0
2024-02-17,Henry Cejudo,Merab Dvalishvili,240.0,-298.0
2024-02-17,Geoff Neal,Ian Machado Garry,210.0,-258.0
2024-02-17,Marcos Rogerio de Lima,Junior Tafa,-230.0,190.0
2024-02-17,Brendson Ribeiro,Zhang Mingyang,-110.0,-110.0
2024-02-24,Brian Ortega,Yair Rodriguez,140.0,-166.0
2024-02-24,Jesus Aguilar,Mateus Mendonca,114.0,-135.0
2024-02-24,Edgar Chairez,Daniel Lacerda,-500.0,380.0
2024-02-24,Brandon Royval,Brandon Moreno,245.0,-305.0
2024-02-24,Victor Altamirano,Felipe dos Santos,230.0,-285.0
2024-02-24,Manuel Torres,Chris Duncan,-170.0,142.0
2024-02-24,Cristian Quinonez,Raoni Barcelos,136.0,-162.0
2024-03-02,Vinicius Oliveira,Benardo Sopaj,-175.0,114.0
2024-03-02,Tyson Pedro,Vitor Petrino,350.0,-455.0
2024-03-02,Alex Perez,Muhammad Mokaev,320.0,-410.0
2024-03-02,Bekzat Almakhan,Umar Nurmagomedov,800.0,-1350.0
2024-03-02,Steve Erceg,Matt Schnell,-485.0,370.0
2024-03-02,Aiemann Zahabi,Javid Basharat,550.0,-800.0
2024-03-02,Christian Leroy Duncan,Claudio Ribeiro,-410.0,320.0
2024-03-02,Eryk Anders,Jamie Pickett,-535.0,400.0
2024-03-09,Maycee Barber,Katlyn Cerminara,-185.0,154.0
2024-03-09,Benoît Saint Denis,Dustin Poirier,-218.0,180.0
2024-03-09,Jack Della Maddalena,Gilbert Burns,-170.0,142.0
2024-03-09,Curtis Blaydes,Jailton Almeida,114.0,-135.0
2024-03-09,Pedro Munhoz,Kyler Phillips,195.0,-238.0
2024-03-09,Ion Cutelaba,Philipe Lins,-135.0,114.0
2024-03-09,Kevin Holland,Michael Page,-142.0,120.0
2024-03-09,Mateusz Gamrot,Rafael Dos Anjos,-485.0,370.0
2024-03-09,Petr Yan,Song Yadong,-155.0,130.0
2024-03-09,Sean O'Malley,Marlon Vera,-290.0,235.0
2024-03-09,Michel Pereira,Michal Oleksiejczuk,-155.0,130.0
2024-03-16,Kennedy Nzechukwu,Ovince Saint Preux,-625.0,455.0
2024-03-16,Marcin Tybura,Tai Tuivasa,-102.0,-118.0
2024-03-23,Payton Talbott,Cameron Saaiman,-162.0,136.0
2024-03-23,Youssef Zalal,Billy Quarantillo,-130.0,110.0
2024-03-23,Rose Namajunas,Amanda Ribas,-218.0,180.0
2024-03-23,Edmen Shahbazyan,AJ Dobson,-192.0,160.0
2024-03-30,Chris Weidman,Bruno Silva,145.0,-175.0
2024-03-30,Rhys McKee,Chidi Njokuani,110.0,-130.0
2024-03-30,Joaquin Buckley,Vicente Luque,124.0,-148.0
2024-03-30,Loopy Godinez,Virna Jandiroba,-218.0,180.0
2024-03-30,Erin Blanchfield,Manon Fiorot,-218.0,180.0
2024-03-30,Nursulton Ruziboev,Sedriques Dumas,-258.0,210.0
2024-04-06,Chris Curtis,Brendan Allen,185.0,-225.0
2024-04-06,Norma Dumont,Germaine de Randamie,-115.0,-105.0
2024-04-06,Court McGee,Alex Morono,285.0,-360.0
2024-04-06,Melissa Mullins,Nora Cornolle,-360.0,285.0
2024-04-06,Valter Walker,Lukasz Brzeski,-250.0,205.0
2024-04-13,Kayla Harrison,Holly Holm,-455.0,350.0
2024-04-13,Jamahal Hill,Alex Pereira,110.0,-130.0
2024-04-13,Arman Tsarukyan,Charles Oliveira,-218.0,190.0
2024-04-13,Zhang Weili,Yan Xiaonan,-455.0,350.0
2024-04-13,Diego Lopes,Sodiq Yusuff,-142.0,120.0
2024-04-13,Aljamain Sterling,Calvin Kattar,-185.0,154.0
2024-04-13,Max Holloway,Justin Gaethje,154.0,-185.0
2024-04-13,Bo Nickal,Cody Brundage,-1600.0,900.0
2024-04-13,Jiří Procházka,Aleksandar Rakic,105.0,-125.0
2024-04-27,Tim Means,Uros Medic,210.0,-280.0
2024-04-27,David Onama,Jonathan Pearce,136.0,-162.0
2024-05-04,Michel Pereira,Ihor Potieria,-485.0,370.0
2024-05-04,Myktybek Orolbai,Elves Brener,-250.0,205.0
2024-05-04,Iasmin Lucindo,Karolina Kowalkiewicz,-355.0,280.0
2024-05-04,Paul Craig,Caio Borralho,390.0,-520.0
2024-05-04,Anthony Smith,Vitor Petrino,320.0,-410.0
2024-05-04,Jonathan Martinez,Jose Aldo,-166.0,140.0
2024-05-04,Steve Erceg,Alexandre Pantoja,150.0,-180.0
2024-05-11,Tabatha Ricci,Tecia Pennington,-152.0,128.0
2024-05-11,Charles Johnson,Jake Hadley,-118.0,-102.0
2024-05-11,JJ Aldrich,Veronica Hardy,-102.0,-118.0
2024-05-18,Khaos Williams,Carlston Harris,-122.0,102.0
2024-05-18,Lerone Murphy,Edson Barboza,-166.0,130.0
2024-06-08,Brunno Ferreira,Dustin Stoltzfus,-285.0,230.0
2024-06-08,Punahele Soriano,Miguel Baeza,160.0,-192.0
2024-06-08,Raul Rosas Jr.,Ricky Turcios,-298.0,220.0
2024-06-08,Dominick Reyes,Dustin Jacoby,190.0,-250.0
2024-06-08,Jared Cannonier,Nassourdine Imavov,110.0,-130.0
2024-06-15,Gabriella Fernandes,Carli Judice,-162.0,136.0
2024-06-15,Adam Fugitt,Josh Quinlan,114.0,-145.0
2024-06-15,Nate Maness,Jimmy Flick,-720.0,450.0
2024-06-15,Jose Johnson,Asu Almabayev,310.0,-395.0
2024-06-15,Melquizael Costa,Shayilan Nuerdanbieke,-238.0,180.0
2024-06-15,Tatsuro Taira,Alex Perez,-260.0,195.0
2024-06-15,Julia Polastri,Josefine Knutsson,165.0,-215.0
2024-06-22,Felipe Lima,Muhammad Naimov,114.0,-135.0
2024-06-22,Shara Magomedov,Antonio Trocoli,-810.0,500.0
2024-06-22,Alexander Volkov,Sergei Pavlovich,180.0,-238.0
2024-06-22,Daniel Rodriguez,Kelvin Gastelum,170.0,-220.0
2024-06-22,Johnny Walker,Volkan Oezdemir,-130.0,110.0
2024-06-22,Robert Whittaker,Ikram Aliskerov,-130.0,100.0
2024-06-22,Brendson Ribeiro,Magomed Gadzhiyasulov,290.0,-410.0
2024-06-22,Nicolas Dalby,Rinat Fakhretdinov,310.0,-395.0
2024-06-29,Jean Silva,Charles Jourdain,114.0,-135.0
2024-06-29,Andre Fili,Cub Swanson,-238.0,180.0
2024-06-29,Mayra Bueno Silva,Macy Chiasson,-105.0,-125.0
2024-06-29,Alex Pereira,Jiri Prochazka,-145.0,114.0
2024-06-29,Payton Talbott,Yanis Ghemmouri,-1750.0,850.0
2024-06-29,Michael Page,Ian Machado Garry,154.0,-200.0
2024-06-29,Joe Pyfer,Marc-Andre Barriault,-345.0,250.0
2024-06-29,Anthony Smith,Roman Dolidze,114.0,-145.0
2024-06-29,Diego Lopes,Dan Ige,-298.0,240.0
2024-07-13,Fatima Kline,Jasmine Jasudavicius,124.0,-160.0
2024-07-13,Rose Namajunas,Tracy Cortez,-270.0,200.0
2024-07-13,Montel Jackson,Da'Mon Blackshear,-115.0,-105.0
2024-07-13,Jean Silva,Drew Dober,-110.0,-110.0
2024-07-13,Gabriel Bonfim,Ange Loosa,-410.0,320.0
2024-07-13,Muslim Salikhov,Santiago Ponzinibbio,145.0,-188.0
2024-07-13,Luana Santos,Mariya Agapova,-425.0,300.0
2024-07-13,Charles Johnson,Joshua Van,220.0,-270.0
2024-07-20,Cody Durden,Bruno Silva,124.0,-160.0
2024-07-20,Amanda Lemos,Virna Jandiroba,-110.0,-120.0
2024-07-20,Steve Garcia,SeungWoo Choi,-175.0,145.0
2024-07-27,Belal Muhammad,Leon Edwards,200.0,-270.0
2024-07-27,Arnold Allen,Giga Chikadze,-270.0,220.0
2024-07-27,Jake Hadley,Caolan Loughran,195.0,-238.0
2024-07-27,Christian Leroy Duncan,Gregory Rodrigues,-120.0,100.0
2024-07-27,Muhammad Mokaev,Manel Kape,-220.0,170.0
2024-07-27,Curtis Blaydes,Tom Aspinall,300.0,-425.0
2024-07-27,Bruna Brasil,Molly McCann,250.0,-345.0
2024-08-03,Denis Tiuliulin,Sedriques Dumas,195.0,-238.0
2024-08-03,Marlon Vera,Deiveson Figueiredo,124.0,-148.0
2024-08-03,Mackenzie Dern,Loopy Godinez,-140.0,110.0
2024-08-03,Michael Chiesa,Tony Ferguson,-540.0,360.0
2024-08-03,Umar Nurmagomedov,Cory Sandhagen,-395.0,280.0
2024-08-03,Viktoriia Dudakova,Sam Hughes,-230.0,175.0
2024-08-03,Michal Oleksiejczuk,Shara Magomedov,250.0,-345.0
2024-08-03,Joel Alvarez,Elves Brener,-166.0,130.0
2024-08-03,Alonzo Menifield,Azamat Murzakanov,240.0,-298.0
2024-08-10,Marcin Tybura,Serghei Spivac,124.0,-160.0
2024-08-10,Chris Gutierrez,Quang Le,-720.0,450.0
2024-08-17,Dricus Du Plessis,Israel Adesanya,-120.0,100.0
2024-08-17,Casey O'Neill,Luana Santos,124.0,-160.0
2024-08-17,Kai Kara-France,Steve Erceg,220.0,-298.0
2024-08-17,Dan Hooker,Mateusz Gamrot,310.0,-445.0
2024-08-17,Carlos Prates,Li Jingliang,-410.0,320.0
2024-08-17,Valter Walker,Junior Tafa,-145.0,114.0
2024-08-24,Jared Cannonier,Caio Borralho,260.0,-325.0
2024-08-24,Angela Hill,Tabatha Ricci,160.0,-192.0
2024-08-24,Neil Magny,Michael Morales,600.0,-900.0
2024-08-24,Jacqueline Cavalcanti,Josiane Nunes,-290.0,235.0
2024-08-24,Gerald Meerschaert,Edmen Shahbazyan,260.0,-325.0
2024-09-07,Cody Durden,Matt Schnell,-278.0,225.0
2024-09-07,Felipe dos Santos,Andre Lima,140.0,-166.0
2024-09-07,Jaqueline Amorim,Vanessa Demopoulos,-258.0,210.0
2024-09-14,Alexa Grasso,Valentina Shevchenko,-130.0,110.0
2024-09-14,Diego Lopes,Brian Ortega,-205.0,170.0
2024-09-14,Manuel Torres,Ignacio Bahamondes,-130.0,110.0
2024-09-14,Irene Aldana,Norma Dumont,110.0,-130.0
2024-09-14,Ode Osbourne,Ronaldo Rodriguez,170.0,-205.0
2024-09-14,Sean O'Malley,Merab Dvalishvili,100.0,-120.0
2024-09-14,Joshua Van,Edgar Chairez,-278.0,225.0
2024-09-28,Vince Morales,Taylor Lapilus,285.0,-360.0
2024-09-28,Ailin Perez,Daria Zhelezniakova,-245.0,200.0
2024-09-28,Victor Altamirano,Daniel Barez,-125.0,105.0
2024-09-28,Ion Cutelaba,Ivan Erslan,-102.0,-118.0
2024-09-28,Brendan Allen,Nassourdine Imavov,185.0,-225.0
2024-09-28,Da Woon Jung,Oumar Sy,455.0,-625.0
2024-09-28,Jacqueline Cavalcanti,Nora Cornolle,-205.0,170.0
2024-09-28,Renato Moicano,Benoit Saint Denis,210.0,-258.0
2024-10-05,Kevin Holland,Roman Dolidze,-148.0,124.0
2024-10-05,Ketlen Vieira,Kayla Harrison,700.0,-1100.0
2024-10-05,Joaquin Buckley,Stephen Thompson,-225.0,185.0
2024-10-05,Raquel Pennington,Julianna Pena,-155.0,130.0
2024-10-05,Khalil Rountree Jr.,Alex Pereira,330.0,-425.0
2024-10-05,Marina Rodriguez,Iasmin Lucindo,154.0,-185.0
2024-10-05,Ihor Potieria,Cesar Almeida,380.0,-500.0
2024-10-05,Mario Bautista,Jose Aldo,-122.0,102.0
2024-10-12,Clayton Carpenter,Lucas Rocha,-245.0,200.0
2024-10-12,Julia Polastri,Cory McKenna,-108.0,-112.0
2024-10-12,Alex Morono,Daniel Rodriguez,200.0,-245.0
2024-10-12,Ramazan Temirov,CJ Vergara,-298.0,240.0
2024-10-19,Charles Johnson,Sumudaerji,-305.0,245.0
2024-10-19,Matheus Nicolau,Asu Almabayev,205.0,-250.0
2024-10-19,Elise Reed,Jessica Penne,-230.0,190.0
2024-10-19,Melissa Martinez,Alice Ardelean,-155.0,130.0
2024-10-19,Kyler Phillips,Rob Font,-625.0,455.0
2024-10-19,Michel Pereira,Anthony Hernandez,136.0,-162.0
2024-10-19,Jake Hadley,Cameron Smotherman,-575.0,425.0
2024-10-19,Joselyne Edwards,Tamires Vidal,-258.0,210.0
2024-10-26,Bruno Silva,Ismail Naurdiev,124.0,-148.0
2024-10-26,Khamzat Chimaev,Robert Whittaker,-245.0,200.0
2024-10-26,Brunno Ferreira,Abus Magomedov,130.0,-155.0
2024-10-26,Geoff Neal,Rafael Dos Anjos,-245.0,200.0
2024-10-26,Lerone Murphy,Dan Ige,-340.0,270.0
2024-10-26,Armen Petrosyan,Shara Magomedov,140.0,-166.0
2024-10-26,Kennedy Nzechukwu,Chris Barnett,-800.0,550.0
2024-10-26,Aleksandar Rakić,Magomed Ankalaev,270.0,-340.0
2024-10-26,Myktybek Orolbai,Mateusz Rebecki,-265.0,215.0
2024-10-26,Max Holloway,Ilia Topuria,245.0,-305.0
2024-11-02,Erin Blanchfield,Rose Namajunas,-155.0,130.0
2024-11-02,Marc-Andre Barriault,Dustin Stoltzfus,-270.0,220.0
2024-11-02,Brendson Ribeiro,Caio Machado,160.0,-192.0
2024-11-02,Trevin Giles,Mike Malott,295.0,-375.0
2024-11-02,Jasmine Jasudavicius,Ariane da Silva,-250.0,190.0
2024-11-02,Amir Albazi,Brandon Moreno,150.0,-180.0
2024-11-09,Gaston Bolanos,Cortavious Romious,205.0,-250.0
2024-11-09,Reinier de Ridder,Gerald Meerschaert,-310.0,250.0
2024-11-09,Luana Pinheiro,Gillian Robertson,360.0,-470.0
2024-11-09,Neil Magny,Carlos Prates,550.0,-800.0
2024-11-09,Dusko Todorovic,Mansur Abdul-Malik,370.0,-485.0
2024-11-16,Mickey Gall,Ramiz Brahimaj,-170.0,142.0
2024-11-16,Karine Silva,Viviane Araujo,-290.0,235.0
2024-11-16,Bassil Hafez,Oban Elliott,250.0,-310.0
2024-11-16,David Onama,Roberto Romero,-1450.0,850.0
2024-11-16,Jon Jones,Stipe Miocic,-550.0,410.0
2024-11-16,Marcus McGhee,Jonathan Martinez,-115.0,-105.0
2024-11-16,Charles Oliveira,Michael Chandler,-265.0,215.0
2024-11-16,Bo Nickal,Paul Craig,-1350.0,800.0
2024-11-16,Marcin Tybura,Jhonata Diniz,-105.0,-115.0
2024-11-16,Mauricio Ruffy,James Llontop,-1000.0,650.0
2024-11-23,Gabriella Fernandes,Wang Cong,750.0,-950.0
2024-11-23,Zhang Mingyang,Ozzy Diaz,-225.0,210.0
2024-11-23,Volkan Oezdemir,Carlos Ulberg,215.0,-265.0
2024-11-23,Yan Xiaonan,Tabatha Ricci,-198.0,164.0
2024-11-23,Deiveson Figueiredo,Petr Yan,245.0,-305.0
2024-11-23,Carlos Hernandez,Nyamjargal Tumendemberel,-122.0,102.0
2024-12-07,Kennedy Nzechukwu,Lukasz Brzeski,-550.0,410.0
2024-12-07,Joshua Van,Cody Durden,-170.0,142.0
2024-12-07,Randy Brown,Bryan Battle,150.0,-180.0
